Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29455#35966
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33071#36147
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34300#37397
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5652#13870
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7970#14147
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5223#14025
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11381#19338
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19330#26019
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21156#26944
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14281#27684
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25255#33450
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14066#19183
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14289#17695
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14463#22045
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19841#24382
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17656#28378
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29624#35631
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23345#29484
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35931#37304
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34741#38206
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36878#36880
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35028#38739
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41092#42489
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21170#27440
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#26515#39362
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9829#16207
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25520#26376
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#472#1017
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#283#283
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#816#1098
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#886#886
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19507#36019
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40560#46933
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21451#32704
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34191#41546
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1956#9256
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10424#12418
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4687#10065
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14310#16531
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14521#21375
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21822#25627
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11211#20895
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26500#31156
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10140#14306
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15517#15870
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10978#16095
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22476#24635
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10823#17784
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14266#24013
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10913#13447
Indian Institute of Engineering Science and Technology, Shibpur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20424#21718
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16185#25538
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30061#32359
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8717#23934
Indian Institute of Engineering Science and Technology, Shibpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34631#36985
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26925#37225
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34765#49639
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27824#36231
Indian Institute of Engineering Science and Technology, Shibpur#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45430#47450
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24814#38650
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#51561#52875
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33935#39536
Indian Institute of Engineering Science and Technology, Shibpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47765#49221
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5054#7709
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10468#11692
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)#AI#OPEN#Gender-Neutral#8268#12157
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)#AI#OPEN#Female-only (including Supernumerary)#15153#21130
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)#AI#OPEN#Gender-Neutral#12226#16737
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior#Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)#AI#OPEN#Female-only (including Supernumerary)#21357#23775
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8247#19518
Indian Institute of Information Technology (IIIT)Kota, Rajasthan#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21247#26191
Indian Institute of Information Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4996#17721
Indian Institute of Information Technology Guwahati#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16048#27011
Indian Institute of Information Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5108#24282
Indian Institute of Information Technology Guwahati#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#27690#31402
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10559#30825
Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9711#16682
Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16725#19536
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#20100#26812
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#30375#35139
Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#26487#30347
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13596#24461
Indian Institute of Information Technology (IIIT), Sri City, Chittoor#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#23784#29558
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9825#18569
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#12692#21880
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13667#20192
Indian Institute of Information Technology(IIIT), Vadodara, Gujrat#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23049#23444
Indian Institute of Information Technology, Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5250#8226
Indian Institute of Information Technology, Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10629#15322
Indian Institute of Information Technology, Allahabad#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1675#4501
Indian Institute of Information Technology, Allahabad#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3476#9917
Indian Institute of Information Technology, Allahabad#Information Technology-Business Informatics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3304#4918
Indian Institute of Information Technology, Allahabad#Information Technology-Business Informatics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10062#10571
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7815#15478
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12458#22168
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22298#32707
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24066#35428
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4118#13801
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13487#20904
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14248#19807
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23680#26791
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21631#30214
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#39984#40412
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24759#39517
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#34714#39684
Indian Institute of Information Technology Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24900#34676
Indian Institute of Information Technology Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#35573#40497
Indian Institute of Information Technology Srirangam, Tiruchirappalli#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10294#20427
Indian Institute of Information Technology Srirangam, Tiruchirappalli#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16151#16151
Indian Institute of Information Technology Srirangam, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22386#27918
Indian Institute of Information Technology Srirangam, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#30469#32254
Indian Institute of Information Technology Lucknow#Computer Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4840#9519
Indian Institute of Information Technology Lucknow#Computer Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3984#17176
Indian Institute of Information Technology Lucknow#Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5153#8629
Indian Institute of Information Technology Lucknow#Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13479#17128
Indian Institute of Information Technology Lucknow#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4517#10951
Indian Institute of Information Technology Lucknow#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17276#19690
Indian Institute of Information Technology(IIIT) Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13628#29289
Indian Institute of Information Technology(IIIT) Dharwad#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#20123#28294
Indian Institute of Information Technology(IIIT) Dharwad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29633#33331
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15774#25912
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15831#26942
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#27557#33536
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#32552#38333
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#17110#30670
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23504#31055
Indian Institute of Information Technology(IIIT) Kottayam#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#30556#34287
Indian Institute of Information Technology(IIIT) Kottayam#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#33343#33434
Indian Institute of Information Technology (IIIT) Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19459#27346
Indian Institute of Information Technology (IIIT) Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28231#34139
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13640#25180
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23122#27785
Indian Institute of Information Technology (IIIT) Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#20606#31930
Indian Institute of Information Technology (IIIT) Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#28685#33066
Indian Institute of Information Technology (IIIT) Pune#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9329#18929
Indian Institute of Information Technology (IIIT) Pune#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19079#22690
Indian Institute of Information Technology Bhagalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28865#33192
Indian Institute of Information Technology Bhagalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#31659#37999
Indian Institute of Information Technology Bhagalpur#Mechatronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#31003#40985
Indian Institute of Information Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12129#24586
Indian Institute of Information Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12944#31685
Indian Institute of Information Technology Bhopal#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#23046#27624
Indian Institute of Information Technology Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10770#19161
Indian Institute of Information Technology Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22204#27959
Indian Institute of Information Technology, Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#18313#33429
Indian institute of information technology, Raichur, Karnataka#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15607#20561
Indian institute of information technology, Raichur, Karnataka#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23860#25401
Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#17823#26366
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#46576#58773
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#57188#57188
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#176919#223104
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#220767#220767
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#33954#36246
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#36083#36083
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69847#107263
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#109536#109536
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#35857#42863
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#36613#36613
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#89632#155096
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#155050#155050
Birla Institute of Technology, Mesra, Ranchi#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#357#1067
Birla Institute of Technology, Mesra, Ranchi#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1227#3223
Birla Institute of Technology, Mesra, Ranchi#Bio Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#27192#41351
Birla Institute of Technology, Mesra, Ranchi#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45228#59623
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29031#34517
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#36556#46476
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#34686#41176
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#48715#57912
Birla Institute of Technology, Mesra, Ranchi#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24396#34823
Birla Institute of Technology, Mesra, Ranchi#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#36388#47053
Birla Institute of Technology, Mesra, Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3050#9366
Birla Institute of Technology, Mesra, Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9545#15580
Birla Institute of Technology, Mesra, Ranchi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15435#20711
Birla Institute of Technology, Mesra, Ranchi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21652#28586
Birla Institute of Technology, Mesra, Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11533#16415
Birla Institute of Technology, Mesra, Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19687#24576
Birla Institute of Technology, Mesra, Ranchi#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9525#11406
Birla Institute of Technology, Mesra, Ranchi#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15782#19554
Birla Institute of Technology, Mesra, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#18250#27906
Birla Institute of Technology, Mesra, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28866#35442
Birla Institute of Technology, Mesra, Ranchi#Production Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#31918#40098
Birla Institute of Technology, Mesra, Ranchi#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#41398#52745
Gurukula Kangri Vishwavidyalaya, Haridwar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28019#44038
